Phase,Code,Province,District,Constituency,Contestant,Gender,Party,Alliance,Votes,Won
2,S2SAR3,2,Sarlahi,3,Bhupnarayan Ram Das,Male,Nepal Sanghiya Samajwadi Party,,328,
2,S2SAR3,2,Sarlahi,3,Upendra Rae Yadav,Male,Unified RPP (Nationalist),,341,
2,S2SAR3,2,Sarlahi,3,Deep Lal Mahato,Male,Naya Shakti Party,,534,
2,S2SAR3,2,Sarlahi,3,Ramji Rae Yadav,Male,Independent,,38,
2,S2SAR3,2,Sarlahi,3,Sanjib Kumar Yadav,Male,Independent,,28,
2,S2SAR3,2,Sarlahi,3,Ram Lochan Rae,Male,Independent,,54,
2,S2SAR3,2,Sarlahi,3,Ashok Kumar Singh,Male,Sanghiya Samajwadi Forum,,10834,
2,S2SAR3,2,Sarlahi,3,Kuver Bahadur Budathoki,Male,Independent,,51,
2,S2SAR3,2,Sarlahi,3,Kedar Khatri,Male,Independent,,472,
2,S2SAR3,2,Sarlahi,3,Bhuvan Dahal,Male,Independent,,27,
2,S2SAR3,2,Sarlahi,3,Haresh Prasad Mahato,Male,Nepali Congress,Democratic Alliance,14929,
2,S2SAR3,2,Sarlahi,3,Narendra Sah Kalwar,Male,Independent,,12086,
2,S2SAR3,2,Sarlahi,3,Navraj Rai,Male,Independent,,14,
2,S2SAR3,2,Sarlahi,3,Purna Maya,Female,Independent,,322,
2,S2SAR3,2,Sarlahi,3,Rameswar Rae Yadav,Male,Maoist Centre,Left Alliance,22367,1
2,S2SAR4,2,Sarlahi,4,Manoj Kumar Yadav,Male,Naya Shakti Party,,213,
2,S2SAR4,2,Sarlahi,4,Ram Kalyan Rae,Male,Independent,,14,
2,S2SAR4,2,Sarlahi,4,Chandra Mohan Chaudhary,Male,Independent,,16,
2,S2SAR4,2,Sarlahi,4,Shiva Shanker Singh,Male,Independent,,6,
2,S2SAR4,2,Sarlahi,4,Krishnandan Prasad Rae ,Male,Independent,,51,
2,S2SAR4,2,Sarlahi,4,Tej Narayan Yadav,Male,Nepali Janata Dal,,468,
2,S2SAR4,2,Sarlahi,4,Ram Jalam Rae,Male,Deshbhakta Janaganatantrik Morcha,,54,
2,S2SAR4,2,Sarlahi,4,Rakesh Kumar Mishra,Male,RJP-N,,28136,
2,S2SAR4,2,Sarlahi,4,Anil Kumar Singh,Male,Independent,,146,
2,S2SAR4,2,Sarlahi,4,Ganesh Prasad Singh,Male,Independent,,45,
2,S2SAR4,2,Sarlahi,4,Soshil Kumar Singh,Male,Independent,,4,
2,S2SAR4,2,Sarlahi,4,Amaresh Kumar Singh,Male,Nepali Congress,Democratic Alliance,29675,1
2,S2SAR4,2,Sarlahi,4,Rajesh Kumar Mishra,Male,Independent,,13,
2,S2SAR4,2,Sarlahi,4,Bijay Kumar Thakur,Male,Independent,,11,
2,S2SAR4,2,Sarlahi,4,Ramsogarath Mahato,Male,Independent,,460,
2,S3KAT1,3,Kathmandu,1,Krishna Bhakta Manandhar,Male,Deshbhakta Janaganatantrik Morcha,,51,
2,S3KAT1,3,Kathmandu,1,Ashok Upreti,Male,Independent,,11,
2,S3KAT1,3,Kathmandu,1,Roshan Karki,Male,Independent,,1,
2,S3KAT1,3,Kathmandu,1,Pushpa Raj Ghimire Sharma,Male,Nepal Janata Party,,49,
2,S3KAT1,3,Kathmandu,1,Suman Poudel,Male,Nepali Janata Dal,,174,
2,S3KAT1,3,Kathmandu,1,Manindra Purush Upadhaya,Male,Hamro Party,,17,
2,S3KAT1,3,Kathmandu,1,Santosh Silwal,Male,Sanghiya Samajwadi Forum,,93,
2,S3KAT1,3,Kathmandu,1,Suwarna Kumar Shrestha,Male,Independent,,2,
2,S3KAT1,3,Kathmandu,1,Surya Lal Bhandari,Male,Independent,,14,
2,S3KAT1,3,Kathmandu,1,Badri Prasad Chudal,Male,Independent,,18,
2,S3KAT1,3,Kathmandu,1,Krishna Swari Suwal (Mak),Male,Nepal Majdur Kishan Party,,47,
2,S3KAT1,3,Kathmandu,1,Prakash Man Singh,Male,Nepali Congress,Democratic Alliance,10936,1
2,S3KAT1,3,Kathmandu,1,Anil Kumar Shrestha,Male,Independent,,12,
2,S3KAT1,3,Kathmandu,1,Mohan Bahadur Basnet,Male,RJP-N,,100,
2,S3KAT1,3,Kathmandu,1,Narayan Prasad Dhakal,Male,Naya Shakti Party,,117,
2,S3KAT1,3,Kathmandu,1,Anil Kumar Sharma,Male,Maoist Centre,Left Alliance,5336,
2,S3KAT1,3,Kathmandu,1,Upendra Raj Sharma Kafle,Male,CPN-ML,,315,
2,S3KAT1,3,Kathmandu,1,Haribol Bhattarai,Male,Nepali Congress (B.P.),,196,
2,S3KAT1,3,Kathmandu,1,Rabindra Mishra,Male,Bibeksheel Sajha Party,,10118,
2,S3KAT1,3,Kathmandu,1,Sharda Shrestha,Female,Independent,,3,
2,S3KAT1,3,Kathmandu,1,Bhoj Raj Shrestha,Male,Jana Prajatantrik Party,,39,
2,S3KAT1,3,Kathmandu,1,Nirmal Kumar Thapa,Male,Rastriya Janamorcha,,33,
2,S3KAT2,3,Kathmandu,2,Rajan Dahal,Male,Jana Samajwadi Party,,279,
2,S3KAT2,3,Kathmandu,2,Rambalak Sah Sudi,Male,Nepali Janata Dal,,266,
2,S3KAT2,3,Kathmandu,2,Shovita Ghimire,Female,Hamro Party,,30,
2,S3KAT2,3,Kathmandu,2,Padam Bahadur Kunwar,Male,Independent,,9,
2,S3KAT2,3,Kathmandu,2,Dhan Bahadur Panta,Male,Deshbhakta Janaganatantrik Morcha,,73,
2,S3KAT2,3,Kathmandu,2,Shrihari Chapagain,Male,Unified RPP (Nationalist),,189,
2,S3KAT2,3,Kathmandu,2,Dhirendra Raj Prasai,Male,Independent,,2,
2,S3KAT2,3,Kathmandu,2,Rachana Shrestha,Female,Nepali Greens,,8,
2,S3KAT2,3,Kathmandu,2,Dipak Prasad Kuikel,Male,Nepali Congress,Democratic Alliance,14903,
2,S3KAT2,3,Kathmandu,2,Tap Bahadur Thapa,Male,Independent,,20,
2,S3KAT2,3,Kathmandu,2,Radha Krishna Karki,Male,RJP-N,,63,
2,S3KAT2,3,Kathmandu,2,Narayan Sharma,Male,Independent,,7,
2,S3KAT2,3,Kathmandu,2,Raj Bir Dangol,Male,Nepal Majdur Kishan Party,,79,
2,S3KAT2,3,Kathmandu,2,Govinda Bista,Male,Green Party Nepal,,64,
2,S3KAT2,3,Kathmandu,2,Narayan Bahadur Thapa,Male,Rastriya Janamukti Party,,36,
2,S3KAT2,3,Kathmandu,2,Purushottam Chaulagain,Male,Independent,,10,
2,S3KAT2,3,Kathmandu,2,Saharman Rai,Male,Sanghiya Samajwadi Forum,,134,
2,S3KAT2,3,Kathmandu,2,Ganesh Prasad Simkhada,Male,Naya Shakti Party,,151,
2,S3KAT2,3,Kathmandu,2,Madhav Kumar Nepal,Male,CPN-UML,Left Alliance,27366,1
2,S3KAT2,3,Kathmandu,2,Ramesh Kumar Bhattarai,Male,Independent,,15,
2,S3KAT2,3,Kathmandu,2,Prem Kaji Shrestha,Male,Liberal Democratic Party,,24,
2,S3KAT2,3,Kathmandu,2,Rajendra Sharma,Male,Rastriya Janamorcha,,60,
2,S3KAT2,3,Kathmandu,2,Surya Raj Acharya,Male,Bibeksheel Sajha Party,,7437,
2,S3KAT2,3,Kathmandu,2,Gunkesari Gajurel,Female,Churebhawar Loktantrik Party,,30,
2,S3KAT3,3,Kathmandu,3,Shriram Pudasaini,Male,Rastriya Janamorcha,,25,
2,S3KAT3,3,Kathmandu,3,Raj Kumar Bista,Male,CPN-ML,,408,
2,S3KAT3,3,Kathmandu,3,Bindu Magar,Female,Independent,,5,
2,S3KAT3,3,Kathmandu,3,Krishna Kaji Shrestha,Male,Mongol National Organization,,14,
2,S3KAT3,3,Kathmandu,3,Pan Maya Karki Poudyal,Female,Independent,,9,
2,S3KAT3,3,Kathmandu,3,Uddav Bahadur Subedi,Male,Naya Shakti Party,,129,
2,S3KAT3,3,Kathmandu,3,Rajendra Pariyar,Male,Unified RPP (Nationalist),,124,
2,S3KAT3,3,Kathmandu,3,Madan Shrestha,Male,Nepal Majdur Kishan Party,,55,
2,S3KAT3,3,Kathmandu,3,Ambika Basnet,Female,Nepali Congress,Democratic Alliance,14884,
2,S3KAT3,3,Kathmandu,3,Gita Dahal,Female,Hamro Party,,11,
2,S3KAT3,3,Kathmandu,3,Maya Tamang,Female,Rastriya Mukti Aandolan,,101,
2,S3KAT3,3,Kathmandu,3,Mohan Kumar Bishwakarma,Male,Sanghiya Samajwadi Forum,,192,
2,S3KAT3,3,Kathmandu,3,Smita Khatri Chhetri,Female,Nepali Greens,,70,
2,S3KAT3,3,Kathmandu,3,Gyanu Lama Tamang,Female,Independent,,8,
2,S3KAT3,3,Kathmandu,3,Gyanu Khatiwda,Female,Deshbhakta Janaganatantrik Morcha,,108,
2,S3KAT3,3,Kathmandu,3,Sumitra Singh Lama,Female,Bibeksheel Sajha Party,,2205,
2,S3KAT3,3,Kathmandu,3,Krishna Bahadur Rai,Male,CPN-UML,Left Alliance,19169,1
2,S3KAT4,3,Kathmandu,4,Bir Bahadur Shrestha,Male,Jana Prajatantrik Party,,43,
2,S3KAT4,3,Kathmandu,4,Subuna Basnet,Female,Bibeksheel Sajha Party,,3040,
2,S3KAT4,3,Kathmandu,4,Hari Parajuli,Male,Independent,,11,
2,S3KAT4,3,Kathmandu,4,Rabindra Dev Dhakal,Male,Independent,,2,
2,S3KAT4,3,Kathmandu,4,Navraj Thapa,Male,Independent,,18,
2,S3KAT4,3,Kathmandu,4,Sonam Si Tamang,Male,Nepal Sanghiya Samajwadi Party,,38,
2,S3KAT4,3,Kathmandu,4,Devi Prasad Acharya,Male,CPN-Marxist,,6,
2,S3KAT4,3,Kathmandu,4,Tulsi Ram Shiwakoti,Male,Naya Shakti Party,,133,
2,S3KAT4,3,Kathmandu,4,Chet Bahadur Ale,Male,Rastriya Janamukti Party,,28,
2,S3KAT4,3,Kathmandu,4,Manoj Kumar Dangal,Male,Independent,,9,
2,S3KAT4,3,Kathmandu,4,Rajan Bhattarai,Male,CPN-UML,Left Alliance,18140,
2,S3KAT4,3,Kathmandu,4,Aashish Shrestha,Male,Independent,,8,
2,S3KAT4,3,Kathmandu,4,Keshar Bahadur Khadka,Male,Unified RPP (Nationalist),,88,
2,S3KAT4,3,Kathmandu,4,Muskan Poudel,Male,Muskan Sena,,10,
2,S3KAT4,3,Kathmandu,4,Gagan Kumar Thapa,Male,Nepali Congress,Democratic Alliance,21558,1
2,S3KAT4,3,Kathmandu,4,Govardhan Khadka,Male,CPN-ML,,154,
2,S3KAT4,3,Kathmandu,4,Krishna Man Shrestha,Male,Nepal Majdur Kishan Party,,48,
2,S3KAT4,3,Kathmandu,4,Yam Bahadur Payangu,Male,Sanghiya Samajwadi Forum,,112,
2,S3KAT4,3,Kathmandu,4,Madhav K.C.,Male,Independent,,6,
2,S3KAT4,3,Kathmandu,4,Hari Saran Acharya,Male,RJP-N,,63,
2,S3KAT4,3,Kathmandu,4,Deep Bikram Bista,Male,Hamro Party,,20,
2,S3KAT5,3,Kathmandu,5,Ujjwal Bahadur Thapa,Male,Bibeksheel Sajha Party,,6853,
2,S3KAT5,3,Kathmandu,5,Kiran Kumar Sharma Poudel,Male,Nepalbad,,37,
2,S3KAT5,3,Kathmandu,5,Dipak Pun Magar,Male,CPN-ML,,147,
2,S3KAT5,3,Kathmandu,5,Chhabi Bahadur Khanal,Male,Rastriya Janamorcha,,58,
2,S3KAT5,3,Kathmandu,5,Ishwor Pokhrel,Male,CPN-UML,Left Alliance,23029,1
2,S3KAT5,3,Kathmandu,5,Gita Bhattarai,Female,Independent,,8,
2,S3KAT5,3,Kathmandu,5,Bhanu Kumar Khadka,Male,RJP-N,,56,
2,S3KAT5,3,Kathmandu,5,Laxmi Rai,Female,Sanghiya Samajwadi Forum,,124,
2,S3KAT5,3,Kathmandu,5,Bharat Bahadur Burja Magar,Male,Deshbhakta Janaganatantrik Morcha,,66,
2,S3KAT5,3,Kathmandu,5,Govinda Bohara,Male,Rastriya Mukti Aandolan,,53,
2,S3KAT5,3,Kathmandu,5,Narayan Nepali,Male,Jana Prajatantrik Party,,56,
2,S3KAT5,3,Kathmandu,5,Bijay Thapa,Male,Unified RPP (Nationalist),,121,
2,S3KAT5,3,Kathmandu,5,Rama Bista,Female,Independent,,10,
2,S3KAT5,3,Kathmandu,5,Prakash Sharan Mahat,Male,Nepali Congress,Democratic Alliance,13169,
2,S3KAT5,3,Kathmandu,5,Sharda Malla Rajbhandari,Female,Naya Shakti Party,,241,
2,S3KAT5,3,Kathmandu,5,Karambir Basnet,Male,Hamro Party,,11,
2,S3KAT5,3,Kathmandu,5,Bir Bahadur Dangol,Male,Nepal Majdur Kishan Party,,636,
2,S3KAT5,3,Kathmandu,5,Jay Bahadur Khatri,Male,Rastriya Shivasena Party,,20,
2,S3KAT5,3,Kathmandu,5,Bharat Kumar Rai,Male,Independent,,3,
2,S3KAT5,3,Kathmandu,5,Indira Aryal,Female,Muskan Sena,,12,
2,S3KAT6,3,Kathmandu,6,Ramesh Chiluwal,Male,Bibeksheel Sajha Party,,4225,
2,S3KAT6,3,Kathmandu,6,Ashok Biram J.C.,Male,Rastriya Janamorcha,,65,
2,S3KAT6,3,Kathmandu,6,Punyawati Joshi,Female,Independent,,29,
2,S3KAT6,3,Kathmandu,6,Bal Bahadur K.C.,Male,Independent,,36,
2,S3KAT6,3,Kathmandu,6,Mahesh Man Singh Dangol,Male,Nepali Congress (B.P.),,91,
2,S3KAT6,3,Kathmandu,6,Man Bahadur Maharjan,Male,Naya Shakti Party,,431,
2,S3KAT6,3,Kathmandu,6,Jhakku Prasad Subedi,Male,Maoist Centre,Left Alliance,15485,
2,S3KAT6,3,Kathmandu,6,Bhimsen Das Pradhan,Male,Nepali Congress,Democratic Alliance,16785,1
2,S3KAT6,3,Kathmandu,6,Shailesh Raj Shrestha,Male,Jana Samajwadi Party,,791,
2,S3KAT6,3,Kathmandu,6,Sanak Man Maharjan,Male,Nepal Majdur Kishan Party,,541,
2,S3KAT6,3,Kathmandu,6,Bishnu Basnet,Male,Sanghiya Samajwadi Forum,,266,
2,S3KAT6,3,Kathmandu,6,Khagendra Chhantyal,Male,Deshbhakta Janaganatantrik Morcha,,138,
2,S3KAT6,3,Kathmandu,6,Rabin Thapa,Male,Unified RPP (Nationalist),,333,
2,S3KAT6,3,Kathmandu,6,Siddartha Adhikari,Male,Rastriya Nagarik Party,,25,
2,S3KAT6,3,Kathmandu,6,Subindra Basnet,Male,Independent,,27,
2,S3KAT7,3,Kathmandu,7,Prakash Kunwar,Male,Nepali Congress (B.P.),,108,
2,S3KAT7,3,Kathmandu,7,Kumar Khaki Shrestha,Male,CPN-ML,,362,
2,S3KAT7,3,Kathmandu,7,Kashi Narayan Dangol,Male,Nepal Majdur Kishan Party,,193,
2,S3KAT7,3,Kathmandu,7,Nima Finjo Lama,Male,Independent,,147,
2,S3KAT7,3,Kathmandu,7,Anupa Shrestha,Female,Bibeksheel Sajha Party,,5376,
2,S3KAT7,3,Kathmandu,7,Arjun Kumar Acharya,Male,Rastriya Janamorcha,,106,
2,S3KAT7,3,Kathmandu,7,Ram Bir Manandhar ,Male,CPN-UML,Left Alliance,18102,1
2,S3KAT7,3,Kathmandu,7,Ishwor Rijal,Male,Naya Shakti Party,,728,
2,S3KAT7,3,Kathmandu,7,Hari Bahadur Prasai,Male,Independent,,30,
2,S3KAT7,3,Kathmandu,7,Aakash Dhakal,Male,Unified RPP (Nationalist),,261,
2,S3KAT7,3,Kathmandu,7,Gyanendra Mohan Shrestha,Male,Sanghiya Samajwadi Forum,,1781,
2,S3KAT7,3,Kathmandu,7,Urmila Raut (Bista),Female,Independent,,11,
2,S3KAT7,3,Kathmandu,7,Bikram Bahadur Thapa,Male,RPP,,10079,
2,S3KAT7,3,Kathmandu,7,Bandhu Dev Pandey,Male,Deshbhakta Janaganatantrik Morcha,,131,
2,S3KAT8,3,Kathmandu,8,Pukar Bam,Male,Bibeksheel Sajha Party,,4414,
2,S3KAT8,3,Kathmandu,8,Jiwan Ram Shrestha,Male,CPN-UML,Left Alliance,13397,1
2,S3KAT8,3,Kathmandu,8,Navindra Raj Joshi,Male,Nepali Congress,Democratic Alliance,12953,
2,S3KAT8,3,Kathmandu,8,Kiran Raj Shahi (Khadgi),Male,Deshbhakta Janaganatantrik Morcha,,240,
2,S3KAT8,3,Kathmandu,8,Dinesh Shahi,Male,Unified RPP (Nationalist),,202,
2,S3KAT8,3,Kathmandu,8,Manoj Kumar Khadgi (Newa),Male,Jana Samajwadi Party,,437,
2,S3KAT8,3,Kathmandu,8,Keshab Prasad Tajhaya,Male,Naya Shakti Party,,274,
2,S3KAT8,3,Kathmandu,8,Bijay Dangol,Male,Rastriya Samajwadi Party,,35,
2,S3KAT8,3,Kathmandu,8,Krishna Maya Manandhar,Female,Nepal Majdur Kishan Party,,139,
2,S3KAT9,3,Kathmandu,9,Milan Pandey,Male,Bibeksheel Sajha Party,,4946,
2,S3KAT9,3,Kathmandu,9,Rabin Kumar Lama,Male,Aamul Paribartan Masiha Party,,83,
2,S3KAT9,3,Kathmandu,9,Khagesh Ranjitkar,Male,Nepa: Rastriya Party,,173,
2,S3KAT9,3,Kathmandu,9,Lal Bahadur Thapa Chhetri,Male,Rastriya Janamorcha,,117,
2,S3KAT9,3,Kathmandu,9,Krishna Gopal Shrestha,Male,CPN-UML,Left Alliance,22852,1
2,S3KAT9,3,Kathmandu,9,Janak Karki,Male,Unified RPP (Nationalist),,219,
2,S3KAT9,3,Kathmandu,9,Kahila Maharjan,Male,RJP-N,,176,
2,S3KAT9,3,Kathmandu,9,Bhim Kumar Maharjan,Male,Naya Shakti Party,,281,
2,S3KAT9,3,Kathmandu,9,Shanta Pandit,Female,Deshbhakta Janaganatantrik Morcha,,402,
2,S3KAT9,3,Kathmandu,9,Kiran Shrestha,Male,Independent,,16,
2,S3KAT9,3,Kathmandu,9,Pradhyumna Karki,Male,Nepali Congress (B.P.),,171,
2,S3KAT9,3,Kathmandu,9,Dhyan Govinda Ranjit,Male,Nepali Congress,Democratic Alliance,14802,
2,S3KAT9,3,Kathmandu,9,Hari Saran Shrestha,Male,Nepal Majdur Kishan Party,,434,
2,S3KAT9,3,Kathmandu,9,Sharmila Suwal (Dangol),Female,Sanghiya Samajwadi Forum,,402,
2,S3KAT10,3,Kathmandu,10,Prakash Basnet,Male,Aamul Paribartan Masiha Party,,85,
2,S3KAT10,3,Kathmandu,10,Pradip Dhakal,Male,Bibeksheel Sajha Party,,2003,
2,S3KAT10,3,Kathmandu,10,Ganesh Bahadur Kunwar,Male,Rastriya Janamorcha,,100,
2,S3KAT10,3,Kathmandu,10,Krishna Kumar Shrestha,Male,CPN-ML,,1757,
2,S3KAT10,3,Kathmandu,10,Krishna Prasad Shrestha,Male,Unified RPP (Nationalist),,165,
2,S3KAT10,3,Kathmandu,10,Pranay Singh,Male,Nepali Congress (B.P.),,927,
2,S3KAT10,3,Kathmandu,10,Arjun Kumar Ranjit,Male,RJP-N,,108,
2,S3KAT10,3,Kathmandu,10,Pancha Lal Maharjan,Male,Naya Shakti Party,,1195,
2,S3KAT10,3,Kathmandu,10,Tokol Tamang,Female,Rastriya Samajwadi Party,,38,
2,S3KAT10,3,Kathmandu,10,Rajendra Kumar K.C.,Male,Nepali Congress,Democratic Alliance,24190,1
2,S3KAT10,3,Kathmandu,10,Hitman Shakya,Male,Maoist Centre,Left Alliance,21907,
2,S3KAT10,3,Kathmandu,10,Shyam Krishna Basnet,Male,Independent,,29,
2,S3KAT10,3,Kathmandu,10,Suresh Shrestha,Male,Deshbhakta Janaganatantrik Morcha,,278,
2,S3KAT10,3,Kathmandu,10,Ram Lal Shrestha,Male,Sanghiya Samajwadi Forum,,193,
2,S3KAT10,3,Kathmandu,10,Hari Kumar Maharjan,Male,Nepal Majdur Kishan Party,,366,
2,S3BHA1,3,Bhaktapur,1,Krishna Prasad Ghemosu,Male,Deshbhakta Janaganatantrik Morcha,,186,
2,S3BHA1,3,Bhaktapur,1,Jitendra Khaymali ,Male,Independent,,21,
2,S3BHA1,3,Bhaktapur,1,Ram Sundar Hayoumikha,Male,Naya Shakti Party,,265,
2,S3BHA1,3,Bhaktapur,1,Gopal Das Banepali,Male,Independent,,64,
2,S3BHA1,3,Bhaktapur,1,Babu Raja Joshi,Male,Nepali Congress,Democratic Alliance,17818,
2,S3BHA1,3,Bhaktapur,1,Milan Suwal,Male,Maoist Centre,Left Alliance,15374,
2,S3BHA1,3,Bhaktapur,1,Prem Suwal,Male,Nepal Majdur Kishan Party,,33076,1
2,S3BHA1,3,Bhaktapur,1,Mina Pariyar,Female,Unified RPP (Nationalist),,662,
2,S3BHA1,3,Bhaktapur,1,Rajesh Gosai,Male,Rastriya Janamorcha,,292,
2,S3BHA1,3,Bhaktapur,1,Dinesh Neupane,Male,Bibeksheel Sajha Party,,2330,
2,S3BHA1,3,Bhaktapur,1,Nil Kantha Thapa,Male,Independent,,81,
2,S3BHA1,3,Bhaktapur,1,Dipa Khatri,Female,Churebhawar Loktantrik Party,,296,
2,S3BHA2,3,Bhaktapur,2,Daman Nath Dhungana,Male,Nepali Congress,Democratic Alliance,16867,
2,S3BHA2,3,Bhaktapur,2,Surendra Tha Shrestha,Male,Independent,,20,
2,S3BHA2,3,Bhaktapur,2,Basanta Bahadur Khatri,Male,CPN-ML,,300,
2,S3BHA2,3,Bhaktapur,2,Shivahari Khanal,Male,Rastriya Janamorcha,,61,
2,S3BHA2,3,Bhaktapur,2,Anuradha Thapa Magar,Female,Nepal Majdur Kishan Party,,5471,
2,S3BHA2,3,Bhaktapur,2,Tara Kumari Baskota,Female,Unified RPP (Nationalist),,147,
2,S3BHA2,3,Bhaktapur,2,Mahesh Basnet,Male,CPN-UML,Left Alliance,36412,1
2,S3BHA2,3,Bhaktapur,2,Krishna Prasad Neupane,Male,Independent,,13,
2,S3BHA2,3,Bhaktapur,2,Dharma Raj Thapa,Male,Independent,,22,
2,S3BHA2,3,Bhaktapur,2,Dil Bahadur Tamang,Male,Rastriya Janamorcha,,52,
2,S3BHA2,3,Bhaktapur,2,Shashi Bikram Karki,Male,Bibeksheel Sajha Party,,1784,
2,S3BHA2,3,Bhaktapur,2,Shri Ram Khaiju,Male,Naya Shakti Party,,125,
2,S3BHA2,3,Bhaktapur,2,Kamala Bardewa,Female,Nepal Dalit Party,,15,
2,S3LAL1,3,Lalitpur,1,Gun Bahadur Thapa,Male,Independent,,17,
2,S3LAL1,3,Lalitpur,1,Aakash Kumar Bhumjan,Male,Independent,,20,
2,S3LAL1,3,Lalitpur,1,Keshab Prasad Timilsina,Male,Bibeksheel Sajha Party,,255,
2,S3LAL1,3,Lalitpur,1,Om Kumari Acharya,Female,Unified RPP (Nationalist),,66,
2,S3LAL1,3,Lalitpur,1,Shyam Kumar Ghimire,Male,Independent,,7,
2,S3LAL1,3,Lalitpur,1,Surya Laxmi Prajapati,Female,Nepal Majdur Kishan Party,,38,
2,S3LAL1,3,Lalitpur,1,Tek Prasad Bajgain,Male,Independent,,3,
2,S3LAL1,3,Lalitpur,1,Rabin Silwal,Male,Independent,,3,
2,S3LAL1,3,Lalitpur,1,Ramchandra Acharya,Male,Independent,,1,
2,S3LAL1,3,Lalitpur,1,Shyam K.C.,Male,Deshbhakta Janaganatantrik Morcha,,122,
2,S3LAL1,3,Lalitpur,1,Navraj Silwal,Male,CPN-UML,Left Alliance,26951,1
2,S3LAL1,3,Lalitpur,1,Kumar Shrestha,Male,Nepal Naulo Janwadi Party ,,40,
2,S3LAL1,3,Lalitpur,1,Bikram Bahadur Khadka,Male,CPN-ML,,515,
2,S3LAL1,3,Lalitpur,1,Yogendra Tamang Ghising,Male,Nepal Sanghiya Samajwadi Party,,94,
2,S3LAL1,3,Lalitpur,1,Dipak Lama,Male,Naya Shakti Party,,95,
2,S3LAL1,3,Lalitpur,1,Indra Bahadur Waiba Tamang,Male,Liberal Democratic Party,,23,
2,S3LAL1,3,Lalitpur,1,Uday SJB Rana,Male,Nepali Congress,Democratic Alliance,20729,
2,S3LAL1,3,Lalitpur,1,Rajendra Tamang,Male,Independent,,8,
2,S3LAL1,3,Lalitpur,1,Bikash Thing Tamang,Male,Independent,,4,
2,S3LAL1,3,Lalitpur,1,Gokul Timilsina,Male,Independent,,3,
2,S3LAL1,3,Lalitpur,1,Uttam Kumar Lama,Male,Sanghiya Samajwadi Forum,,121,
2,S3LAL2,3,Lalitpur,2,Amir Raj Maharjan,Male,Bibeksheel Sajha Party,,5408,
2,S3LAL2,3,Lalitpur,2,Rabina Suwal,Female,Nepal Majdur Kishan Party,,144,
2,S3LAL2,3,Lalitpur,2,Surendra Man Shakya,Male,Sanghiya Samajwadi Forum,,960,
2,S3LAL2,3,Lalitpur,2,Thakur Bahadur Budathoki,Male,Nepal Naulo Janwadi Party ,,35,
2,S3LAL2,3,Lalitpur,2,Laxman Shahi,Male,RJP-N,,155,
2,S3LAL2,3,Lalitpur,2,Hera Shova Maharjan,Female,Independent,,26,
2,S3LAL2,3,Lalitpur,2,Suresh Awale,Male,Rastriya Janamukti Party,,50,
2,S3LAL2,3,Lalitpur,2,Krishna Lal Maharjan,Male,CPN-UML,Left Alliance,27713,1
2,S3LAL2,3,Lalitpur,2,Shyam Lal Shrestha,Male,Unified RPP (Nationalist),,237,
2,S3LAL2,3,Lalitpur,2,Rajendra Maharjan,Male,Independent,,22,
2,S3LAL2,3,Lalitpur,2,Chandra Maharjan,Male,Nepali Congress,Democratic Alliance,16945,
2,S3LAL2,3,Lalitpur,2,Ratna Maharjan,Male,Naya Shakti Party,,963,
2,S3LAL2,3,Lalitpur,2,Urmila K.C.,Female,Churebhawar Loktantrik Party,,149,
2,S3LAL3,3,Lalitpur,3,Goma K.C. Thapa,Female,Independent,,304,
2,S3LAL3,3,Lalitpur,3,Dal Bahadur Limbu,Male,Naya Shakti Party,,894,
2,S3LAL3,3,Lalitpur,3,Raghu Thapa Magar,Male,Rastriya Janamorcha,,108,
2,S3LAL3,3,Lalitpur,3,Shyam Prasad Timilsina,Male,Unified RPP (Nationalist),,689,
2,S3LAL3,3,Lalitpur,3,Madan Bahadur Amatya,Male,Nepali Congress,Democratic Alliance,22328,
2,S3LAL3,3,Lalitpur,3,Deep Ram Maharjan,Male,Rastriya Janamorcha,,181,
2,S3LAL3,3,Lalitpur,3,Pramod K.C.,Male,RJP-N,,181,
2,S3LAL3,3,Lalitpur,3,Pampha Bhushal,Female,Maoist Centre,Left Alliance,24036,1
2,S3LAL3,3,Lalitpur,3,Hem Raj Shakya,Male,Sanghiya Samajwadi Forum,,628,
2,S3LAL3,3,Lalitpur,3,Milan Tuladhar,Male,Nepal Majdur Kishan Party,,101,
2,S3LAL3,3,Lalitpur,3,Ram Prasad Bhatta,Male,CPN-ML,,2121,
2,S3LAL3,3,Lalitpur,3,Ujjwal Krishna Shrestha,Male,Bibeksheel Sajha Party,,7628,
2,S3LAL3,3,Lalitpur,3,Ram Lal Maharjan,Male,Independent,,15,
2,S3KAV1,3,Kavre,1,Shanta Tamang,Female,Liberal Democratic Party,,14,
2,S3KAV1,3,Kavre,1,Mohan Bahadur Rayamajhi,Male,Nepali Congress (B.P.),,44,
2,S3KAV1,3,Kavre,1,Raj Kumar Sah,Male,Rastriya Samajwadi Party,,34,
2,S3KAV1,3,Kavre,1,Bhushan Kumar  Shrestha,Male,Bibeksheel Sajha Party,,784,
2,S3KAV1,3,Kavre,1,Tilak Bahadur Lama,Male,Naya Shakti Party,,108,
2,S3KAV1,3,Kavre,1,Bhim Bhadur Rumwa,Male,RJP-N,,134,
