Phase,Code,Province,District,National_Constituency,Province_Constituency,Contestant,Gender,Party,Votes,Won
2,S5PAL22,5,Palpa,2,B,Ram Bahadur Aslami,Male,Rastriya Janamukti party,331,
2,S5PAL22,5,Palpa,2,B,Bal Bahadur Rayamajhi,Male,Unified RPP (Nationalist),129,
2,S5ARG11,5,Arghakhanchi,1,A,Chetnarayan Acharya,Male,CPN-UML,24751,1
2,S5ARG11,5,Arghakhanchi,1,A,Sagar K.C (Chhetri),Male,Rastriya Janamorcha,798,
2,S5ARG11,5,Arghakhanchi,1,A,Dipak Kunwar,Male,RPP,73,
2,S5ARG11,5,Arghakhanchi,1,A,Hari Prasad Bhusal,Male,Bibeksheel Sajha Party,305,
2,S5ARG11,5,Arghakhanchi,1,A,Gokarna Bahadur Thapa Chhetri,Male,Naya Shakti Party,300,
2,S5ARG11,5,Arghakhanchi,1,A,Bishnu Prasad Khanal,Male,Nepali Congress,14137,
2,S5ARG12,5,Arghakhanchi,1,B,Chhabilal Thapa,Male,Rastriya Janamorcha,395,
2,S5ARG12,5,Arghakhanchi,1,B,Ramji Prasad Ghimire,Male,CPN-UML,26159,1
2,S5ARG12,5,Arghakhanchi,1,B,Tukman Hitang,Male,Naya Shakti Party,207,
2,S5ARG12,5,Arghakhanchi,1,B,Bina Sunar,Female,CPN-ML,723,
2,S5ARG12,5,Arghakhanchi,1,B,Ambar Bahadur Thapa,Male,RPP,83,
2,S5ARG12,5,Arghakhanchi,1,B,Ganesh Paudel,Male,Nepal Majdur Kishan Party,62,
2,S5ARG12,5,Arghakhanchi,1,B,Himmat Bahadur Tandan(Chhetri),Male,Nepali Congress,17233,
2,S4NAWE11,4,Nawalparasi (E),1,A,Bhim Prasad Acharya,Male,Bibeksheel Sajha Party,827,
2,S4NAWE11,4,Nawalparasi (E),1,A,Surya Prasad Neupane,Male,Maoist Centre,17311,
2,S4NAWE11,4,Nawalparasi (E),1,A,Sharad Mani Kharel,Male,Naya Shakti Party,397,
2,S4NAWE11,4,Nawalparasi (E),1,A,Krishnachandra Nepali Pokhrel,Male,Nepali Congress,17683,1
2,S4NAWE11,4,Nawalparasi (E),1,A,Man Bahadur Lungeli,Male,Rastriya Janamukti party,218,
2,S4NAWE11,4,Nawalparasi (E),1,A,Tekduttahari Paudel,Male,RPP,245,
2,S4NAWE11,4,Nawalparasi (E),1,A,Rum Bahadur Magar,Male,Mongol National Organization,534,
2,S4NAWE11,4,Nawalparasi (E),1,A,Chandradutta Sapkota,Male,Rastriya Janamorcha,755,
2,S4NAWE11,4,Nawalparasi (E),1,A,Dhan Bahadur Gurung,Male,Sanghiya Samajwadi Forum,229,
2,S4NAWE11,4,Nawalparasi (E),1,A,Santosh Thapa,Male,RPP (Democratic),1044,
2,S4NAWE12,4,Nawalparasi (E),1,B,Padamaya Gaha Magar,Female,Rastriya Janamukti party,353,
2,S4NAWE12,4,Nawalparasi (E),1,B,Mani Prasad Neupane,Male,Deshbhakta Janaganatantrik Morcha,61,
2,S4NAWE12,4,Nawalparasi (E),1,B,Ram Prasad Chapagain,Male,Bibeksheel Sajha Party,287,
2,S4NAWE12,4,Nawalparasi (E),1,B,Roshan Bahadur Gaha Thapa,Male,CPN-UML,20790,1
2,S4NAWE12,4,Nawalparasi (E),1,B,Rudra Bahadur Gurung,Male,Naya Shakti Party,332,
2,S4NAWE12,4,Nawalparasi (E),1,B,Bishnu Prasad Khatri KC,Male,RPP,69,
2,S4NAWE12,4,Nawalparasi (E),1,B,Ram Bahadur Shrestha,Male,RPP (Democratic),192,
2,S4NAWE12,4,Nawalparasi (E),1,B,Tam Bahadur Thapa Magar,Male,Mongol National Organization,55,
2,S4NAWE12,4,Nawalparasi (E),1,B,Lalu Kharal,Male,Rastriya Janamorcha,39,
2,S4NAWE12,4,Nawalparasi (E),1,B,Mahendra Dhwaj G.C,Male,Nepali Congress,19941,
2,S4NAWE21,4,Nawalparasi (E),2,A,Noon Bahadur Alemagar,Male,RPP (Democratic),145,
2,S4NAWE21,4,Nawalparasi (E),2,A,Tila Bahadur Jhendi Magar,Male,Rastriya Janamukti party,118,
2,S4NAWE21,4,Nawalparasi (E),2,A,Gir Bahadur Mahatara,Male,Rastriya Janamorcha,216,
2,S4NAWE21,4,Nawalparasi (E),2,A,Bishnu Prasad Bote,Male,Jana Samajwadi Party,886,
2,S4NAWE21,4,Nawalparasi (E),2,A,Devka Gautam,Female,Independent,6,
2,S4NAWE21,4,Nawalparasi (E),2,A,Bhoj Bahadur Chaudhary,Male,Naya Shakti Party,397,
2,S4NAWE21,4,Nawalparasi (E),2,A,Budhhilal Rana Magar,Male,Sanghiya Samajwadi Forum,86,
2,S4NAWE21,4,Nawalparasi (E),2,A,Chola Kanta Kandel,Male,Independent,6,
2,S4NAWE21,4,Nawalparasi (E),2,A,Ghanashyam Adhikari,Male,RPP,92,
2,S4NAWE21,4,Nawalparasi (E),2,A,Bishnu Prasad Lamichhane,Male,Nepali Congress,19222,1
2,S4NAWE21,4,Nawalparasi (E),2,A,Balkrishna Gaire,Male,Maoist Centre,18161,
2,S4NAWE22,4,Nawalparasi (E),2,B,Anjana Dallakoti,Female,Shivasena Nepal,10,
2,S4NAWE22,4,Nawalparasi (E),2,B,Lok Bahadur KC Khatri,Male,Naya Shakti Party,119,
2,S4NAWE22,4,Nawalparasi (E),2,B,Hari Kumar Shreshta,Male,Independent,1,
2,S4NAWE22,4,Nawalparasi (E),2,B,Dharma Bahadur Gharti Chhetri,Male,Independent,6,
2,S4NAWE22,4,Nawalparasi (E),2,B,Tek Prasad Pokhrel,Male,Rastriya Janamorcha,72,
2,S4NAWE22,4,Nawalparasi (E),2,B,Arjun Kumar Bhusal,Male,RPP (Democratic),62,
2,S4NAWE22,4,Nawalparasi (E),2,B,Krishna Bahadur Darji,Male,RPP,47,
2,S4NAWE22,4,Nawalparasi (E),2,B,Shyam Bahadur Kumal,Male,Deshbhakta Janaganatantrik Morcha,49,
2,S4NAWE22,4,Nawalparasi (E),2,B,Mohanshing Thapa Wakwal,Male,Rastriya Janamukti party,533,
2,S4NAWE22,4,Nawalparasi (E),2,B,Janaklal Shrestha,Male,CPN-UML,19376,1
2,S4NAWE22,4,Nawalparasi (E),2,B,Ganeshman Shrestha,Male,Nepali Congress,19047,
2,S5RUP11,5,Rupandehi,1,A,Bishnu Prasad Chaudhary Kurmi,Male,Bahujan Shakti Party,207,
2,S5RUP11,5,Rupandehi,1,A,Bijay Bahadur Singh,Male,RJP-N,1936,
2,S5RUP11,5,Rupandehi,1,A,Sankar K.C.,Male,Deshbhakta Janaganatantrik Morcha,136,
2,S5RUP11,5,Rupandehi,1,A,Tahir Ali Bhat,Male,RPP (Democratic),13141,
2,S5RUP11,5,Rupandehi,1,A,Navneet Kumar Mishra,Male,Sanghiya Samajwadi Forum,4652,
2,S5RUP11,5,Rupandehi,1,A,Krishna Prasad Neupane,Male,CPN-UML,19520,1
2,S5RUP11,5,Rupandehi,1,A,Ganesh Gyawali,Male,CPN-Marxist,138,
2,S5RUP11,5,Rupandehi,1,A,Devendra Nath Pandey,Male,Naya Shakti Party,1419,
2,S5RUP11,5,Rupandehi,1,A,Prem Bahadur Adai Magar,Male,Mongol National Organization,296,
2,S5RUP11,5,Rupandehi,1,A,Shambhu Tharu,Male,Independent,47,
2,S5RUP11,5,Rupandehi,1,A,Sano Ori Kewat,Male,Rastriya Janamorcha,109,
2,S5RUP11,5,Rupandehi,1,A,Krishna Tiwari,Male,Independent,22,
2,S5RUP11,5,Rupandehi,1,A,Lil Maya Rana,Female,RPP,908,
2,S5RUP12,5,Rupandehi,1,B,Bimal Kumar Gurung,Male,Independent,9,
2,S5RUP12,5,Rupandehi,1,B,Yogendra Prasad Kurmi Chaudhary,Male,Unified RPP (Nationalist),397,
2,S5RUP12,5,Rupandehi,1,B,Dadhiram Neupane,Male,Maoist Centre,13094,1
2,S5RUP12,5,Rupandehi,1,B,Bir Bahadur Gurung,Male,Mongol National Organization,114,
2,S5RUP12,5,Rupandehi,1,B,Rukmangat Pandeya,Male,Independent,6,
2,S5RUP12,5,Rupandehi,1,B,Jamil Ahmed Khan,Male,Naya Shakti Party,613,
2,S5RUP12,5,Rupandehi,1,B,Man Kumar Kanauje,Male,Independent,21,
2,S5RUP12,5,Rupandehi,1,B,Hari Neupane,Male,Nepali Congress,11108,
2,S5RUP12,5,Rupandehi,1,B,Bijay Kumar Yadav,Male,Bahujan Shakti Party,596,
2,S5RUP12,5,Rupandehi,1,B,Shiva Prasad Khanal,Male,Rastriya Janamorcha,126,
2,S5RUP12,5,Rupandehi,1,B,Jay Prakash Yadav,Male,Independent,101,
2,S5RUP12,5,Rupandehi,1,B,Mahendra Gupta,Male,RJP-N,2670,
2,S5RUP12,5,Rupandehi,1,B,Aas Bahadur Gurung,Male,Rastriya Janamukti Party,3068,
2,S5RUP12,5,Rupandehi,1,B,Krishna Bahadur Gurung,Male,CPN-Marxist,142,
2,S5RUP12,5,Rupandehi,1,B,Krishna Prasad Paudel,Male,Independent,1703,
2,S5RUP12,5,Rupandehi,1,B,Manjit Kumar Yadav,Male,Sanghiya Samajwadi Forum,7233,
2,S5RUP21,5,Rupandehi,2,A,Pankaj Rai,Male,Naya Shakti Party,332,
2,S5RUP21,5,Rupandehi,2,A,Mukti Ram Kharel,Male,Independent,3,
2,S5RUP21,5,Rupandehi,2,A,Bhuna Kumari Neupane,Female,Unified RPP (Nationalist),88,
2,S5RUP21,5,Rupandehi,2,A,Ram Prasad Pokhrel,Male,Deshbhakta Janaganatantrik Morcha,52,
2,S5RUP21,5,Rupandehi,2,A,Kaji Man Shrestha,Male,Nepali Congress,9778,
2,S5RUP21,5,Rupandehi,2,A,Gyan Bahadur Gurung,Male,Mongol National Organization,107,
2,S5RUP21,5,Rupandehi,2,A,Ganesh Prasad Panthi,Male,Bibeksheel Sajha Party,854,
2,S5RUP21,5,Rupandehi,2,A,Lila Giri,Male,CPN-UML,21734,1
2,S5RUP21,5,Rupandehi,2,A,Muluk Singh GC,Male,Rastriya Janamorcha,177,
2,S5RUP21,5,Rupandehi,2,A,Chatra Bahadur Darlami,Male,Rastriya Janamukti Party,2444,
2,S5RUP21,5,Rupandehi,2,A,Hem Bahadur Thapa Magar,Male,Independent,3,
2,S5RUP21,5,Rupandehi,2,A,Durga Bahadur Chhetri,Male,Independent,1,
2,S5RUP21,5,Rupandehi,2,A,Padam Rasaili,Male,Nepal Majdur Kishan Party,38,
2,S5RUP22,5,Rupandehi,2,B,Khumanand Bhusal,Male,Deshbhakta Janaganatantrik Morcha,143,
2,S5RUP22,5,Rupandehi,2,B,Nilam Adhikari,Male,Bibeksheel Sajha Party,722,
2,S5RUP22,5,Rupandehi,2,B,Hari Sundar Basi,Male,Nepal Majdur Kishan Party,14,
2,S5RUP22,5,Rupandehi,2,B,Jaishwar Pandey,Male,Independent,5,
2,S5RUP22,5,Rupandehi,2,B,Narayan Khanal,Male,Independent,3,
2,S5RUP22,5,Rupandehi,2,B,Tej Kumar Ghimire,Male,Naya Shakti Party,294,
2,S5RUP22,5,Rupandehi,2,B,Renu Agrahari,Female,Sanghiya Samajwadi Forum,413,
2,S5RUP22,5,Rupandehi,2,B,Kashi Ram Sharma,Male,Independent,3,
2,S5RUP22,5,Rupandehi,2,B,Mahesh Man Singh,Male,Nepali Congress,12568,
2,S5RUP22,5,Rupandehi,2,B,Tan Bahadur Khatri,Male,Rastriya Janamorcha,277,
2,S5RUP22,5,Rupandehi,2,B,Durga Bahadur Gharti Thapa Magar,Male,Rastriya janamukti party,1367,
2,S5RUP22,5,Rupandehi,2,B,Anil Man Singh,Male,Independent,7,
2,S5RUP22,5,Rupandehi,2,B,Bhoj Prasad Shrestha,Male,CPN-UML,21137,1
2,S5RUP22,5,Rupandehi,2,B,Bhanubhakta Bhandari,Male,Independent,4,
2,S5RUP22,5,Rupandehi,2,B,Bishnu Maya Rana,Female,Mongol National Organization,88,
2,S5RUP31,5,Rupandehi,3,A,Brijesh Yadav,Male,Deshbhakta Janaganatantrik Morcha,211,
2,S5RUP31,5,Rupandehi,3,A,Dhurva Narayan Lalkarna,Male,Unified RPP (Nationalist),763,
2,S5RUP31,5,Rupandehi,3,A,Dolraj Bhusal,Male,Nepali Congress (B.P.),33,
2,S5RUP31,5,Rupandehi,3,A,Shovakanta Nepal,Male,Naya Shakti Party,303,
2,S5RUP31,5,Rupandehi,3,A,Om Kumar Shrestha,Male,Independent,2394,
2,S5RUP31,5,Rupandehi,3,A,Devi Prasad Chaudhary,Male,Nepali Congress,10328,
2,S5RUP31,5,Rupandehi,3,A,Amit Kumar Gupta,Male,Bibeksheel Sajha Party,1133,
2,S5RUP31,5,Rupandehi,3,A,Santosh Kumar Pandeya,Male,Sanghiya Samajwadi Forum,11477,1
2,S5RUP31,5,Rupandehi,3,A,Bishwas Baral,Male,Maoist Centre,9837,
2,S5RUP31,5,Rupandehi,3,A,Rekha Prasad Chaudhary,Male,Rastriya Janamukti party,1795,
2,S5RUP31,5,Rupandehi,3,A,Rajesh Ranjan Burma,Male,RJP-N,418,
2,S5RUP31,5,Rupandehi,3,A,Ganesh Upadhya,Male,Independent,6,
2,S5RUP31,5,Rupandehi,3,A,Hari Acharya,Male,Rastriya Janamorcha,116,
2,S5RUP32,5,Rupandehi,3,B,Haridhwaj Malla,Male,Nepali Congress,16793,
2,S5RUP32,5,Rupandehi,3,B,Santoshi Dangoriya Tharu,Female,Independent,13,
2,S5RUP32,5,Rupandehi,3,B,Basanta Prasad Dhakal,Male,Independent,14,
2,S5RUP32,5,Rupandehi,3,B,Bhuwananda Gautam,Male,Independent,4,
2,S5RUP32,5,Rupandehi,3,B,Dakul Raj Aryal,Male,Independent,6,
2,S5RUP32,5,Rupandehi,3,B,Mohammad Khalil Pathan,Male,Rastriya Janamorcha,85,
2,S5RUP32,5,Rupandehi,3,B,Shyam Bahadur Chaudhary Tharu,Male,Naya Shakti Party,425,
2,S5RUP32,5,Rupandehi,3,B,Tulsi Prasad Chaudhary,Male,CPN-UML,18615,1
2,S5RUP32,5,Rupandehi,3,B,Ashok Kumar Burma,Male,Sanghiya Samajwadi Forum,3577,
2,S5RUP32,5,Rupandehi,3,B,Durga Bahadur Karki,Male,Unified RPP (Nationalist),618,
2,S5RUP32,5,Rupandehi,3,B,Ram Jit Lodh,Male,Nepal Janata Party,580,
2,S5RUP32,5,Rupandehi,3,B,Chitra Prasad Gurung,Male,Rastriya janamukti party,1058,
2,S5RUP32,5,Rupandehi,3,B,Minbahadur Palli Magar,Male,Independent,9,
2,S5RUP41,5,Rupandehi,4,A,Santa Ram Yadav,Male,Rastriya Janamukti Party,108,
2,S5RUP41,5,Rupandehi,4,A,Kanhaiya Baniya,Male,Sanghiya Samajwadi Forum,4521,
2,S5RUP41,5,Rupandehi,4,A,Sandip Kumar Mishra,Male,Independent,33,
2,S5RUP41,5,Rupandehi,4,A,Sahabuddin Dewan,Male,Independent,1402,
2,S5RUP41,5,Rupandehi,4,A,Indar Yadav,Male,Independent,13,
2,S5RUP41,5,Rupandehi,4,A,Rajnath Kewat,Male,Deshbhakta Loktantrik Party,248,
2,S5RUP41,5,Rupandehi,4,A,Madan Mohan Mishra,Male,Independent,16,
2,S5RUP41,5,Rupandehi,4,A,Keshav Tiwari,Male,Rastriya Shivasena Party,34,
2,S5RUP41,5,Rupandehi,4,A,Jitendra Nath Shukal,Male,Naya Shakti Party,127,
2,S5RUP41,5,Rupandehi,4,A,Bikash Bhar,Male,CPN-ML,71,
2,S5RUP41,5,Rupandehi,4,A,Sami Mohammad Bhad,Male,CPN-Marxist,28,
2,S5RUP41,5,Rupandehi,4,A,Asthabhuja Pathak,Male,Nepali Congress,9064,1
2,S5RUP41,5,Rupandehi,4,A,Sandip Kumar Tripathi,Male,Independent,33,
2,S5RUP41,5,Rupandehi,4,A,Radhe Shyam Baniya,Male,Independent,462,
2,S5RUP41,5,Rupandehi,4,A,Biresh Barai,Male,Nepal Janata Party,1271,
2,S5RUP41,5,Rupandehi,4,A,Pallavi Shukla,Female,CPN-UML,2339,
2,S5RUP41,5,Rupandehi,4,A,Dilip Kumar Singh Lodh,Male,Independent,2112,
2,S5RUP41,5,Rupandehi,4,A,Kamalpati Yadav,Male,Nepal Yuwa Kishan party,1503,
2,S5RUP41,5,Rupandehi,4,A,Hajrat Ali,Male,RJP-N,4634,
2,S5RUP41,5,Rupandehi,4,A,Muslim Khan Musalman,Male,Independent,311,
2,S5RUP42,5,Rupandehi,4,B,Rekha Yadav,Male,Rastriya Janamukti party,65,
2,S5RUP42,5,Rupandehi,4,B,Birendra Kalwar,Male,Independent,5769,
2,S5RUP42,5,Rupandehi,4,B,Rafiq Mohammad Fakir,Male,Unified RPP (Nationalist),203,
2,S5RUP42,5,Rupandehi,4,B,Jagdish Kewat,Male,CPN-Marxist,75,
2,S5RUP42,5,Rupandehi,4,B,Nijamuddin Khan,Male,Independent,14,
2,S5RUP42,5,Rupandehi,4,B,Brahma Nanda Kurmi,Male,RPP,71,
2,S5RUP42,5,Rupandehi,4,B,Ram Dev Yadav,Male,Naya Shakti Party,363,
2,S5RUP42,5,Rupandehi,4,B,Basi Uddin Khan,Male,Nepali Congress,12113,1
2,S5RUP42,5,Rupandehi,4,B,Magru Prasad,Male,Nepal Janata Party,199,
2,S5RUP42,5,Rupandehi,4,B,Shriniwas Yadav,Male,RJP-N,3120,
2,S5RUP42,5,Rupandehi,4,B,Ramu Ahir (Yadav),Male,Sanghiya Samajwadi Forum,1122,
2,S5RUP42,5,Rupandehi,4,B,Bal Krishna Tripathi,Male,Independent,3499,
2,S5RUP42,5,Rupandehi,4,B,Om Prakash Lodh,Male,Independent,2606,
2,S5RUP42,5,Rupandehi,4,B,Surendra Prasad Pandey,Male,Independent,18,
2,S5RUP42,5,Rupandehi,4,B,Shri Rambachan Prasad Yadav,Male,Nepal Yuwa Kishan party,162,
2,S5RUP42,5,Rupandehi,4,B,Santa Kumar Yadav,Male,Maoist Centre,2661,
2,S5RUP42,5,Rupandehi,4,B,Om Prakash Chaudhary,Male,Independent,151,
2,S5RUP42,5,Rupandehi,4,B,Prabhawati Kewat,Female,Rastriya Shivasena Party,97,
2,S5RUP51,5,Rupandehi,5,A,Bishnu Prasad Pokhrel,Male,Nepali Congress,15416,
2,S5RUP51,5,Rupandehi,5,A,Somnath Sharma Paudel,Male,Naya Shakti Party,88,
2,S5RUP51,5,Rupandehi,5,A,Raman Giri,Male,RJP-N,74,
2,S5RUP51,5,Rupandehi,5,A,Sashidhar Sapkota,Male,Independent,23,
2,S5RUP51,5,Rupandehi,5,A,Prem Chand Pokhrel,Male,Independent,17,
2,S5RUP51,5,Rupandehi,5,A,Gir Bahadur Thapa,Male,Deshbhakta Janaganatantrik Morcha,290,
2,S5RUP51,5,Rupandehi,5,A,Min Prasad Ghimire,Male,Independent,236,
2,S5RUP51,5,Rupandehi,5,A,Mahadev Upadhya Poudel,Male,Independent,7,
2,S5RUP51,5,Rupandehi,5,A,Lilaballav Khanal,Male,Rastriya Janamorcha,380,
2,S5RUP51,5,Rupandehi,5,A,Bhumishwar Dhakal,Male,CPN-UML,22025,1
2,S5RUP51,5,Rupandehi,5,A,Khemlal Dhakal,Male,Independent,6,
2,S5RUP51,5,Rupandehi,5,A,Sudip Thapa,Male,Mongol National Organization,184,
2,S5RUP51,5,Rupandehi,5,A,Sushila Tharu,Female,Sanghiya Samajwadi Forum,3804,
2,S5RUP51,5,Rupandehi,5,A,Durga Rajkoti,Male,Rastriya janamukti party,1604,
2,S5RUP52,5,Rupandehi,5,B,Ramauti Yadav,Female,Sanghiya Samajwadi Forum,9250,
2,S5RUP52,5,Rupandehi,5,B,Hajrat Belal Fakir,Male,CPN-UML,1673,
2,S5RUP52,5,Rupandehi,5,B,Radheshyam Kalwar,Male,Independent,22,
2,S5RUP52,5,Rupandehi,5,B,Raju Yadav,Male,Independent,11,
2,S5RUP52,5,Rupandehi,5,B,Amirka Kohar,Male,Independent,968,
2,S5RUP52,5,Rupandehi,5,B,Jagmati Teli,Female,Nepal Yuwa Kishan party,347,
2,S5RUP52,5,Rupandehi,5,B,Ram Dev Yadav,Male,Rastriya Janamukti Party,68,
2,S5RUP52,5,Rupandehi,5,B,Ati Ullah Musalman,Male,RJP-N,1386,
2,S5RUP52,5,Rupandehi,5,B,Birendra Kumar Dhobi,Male,Unified RPP (Nationalist),175,
2,S5RUP52,5,Rupandehi,5,B,Mohammad Umar Musalman,Male,Independent,70,
2,S5RUP52,5,Rupandehi,5,B,Hakikullah Musalman,Male,Deshbhakta Janaganatantrik Morcha,32,
2,S5RUP52,5,Rupandehi,5,B,Fakaruddin Khan,Male,Nepali Congress,16683,1
2,S5RUP52,5,Rupandehi,5,B,Satyanarayan Dhawal,Male,Bahujan Shakti Party,215,
2,S5RUP52,5,Rupandehi,5,B,Bindu Bahadur Kuwar,Male,Rastriya Janamorcha,26,
2,S5RUP52,5,Rupandehi,5,B,Sitadevi Badhai,Female,CPN-Marxist,78,
2,S5RUP52,5,Rupandehi,5,B,Bishwanath Murao,Male,Nepal Janata Party,96,
2,S5KAP11,5,Kapilvastu,1,A,Padam Bahadur Thapa Magar,Male,Naya Shakti Party,423,
2,S5KAP11,5,Kapilvastu,1,A,Chandra Kanta Acharya,Male,CPN-ML,759,
2,S5KAP11,5,Kapilvastu,1,A,Hariram Tharu,Male,RJP-N,192,
2,S5KAP11,5,Kapilvastu,1,A,Dilli Ram Sharma,Male,RPP,261,
2,S5KAP11,5,Kapilvastu,1,A,Dal Bahadur Kunwar,Male,Rastriya Janamorcha,511,
2,S5KAP11,5,Kapilvastu,1,A,Kamal Raj Upreti,Male,Deshbhakta Janaganatantrik Morcha,218,
2,S5KAP11,5,Kapilvastu,1,A,Parshu Ram Tharu,Male,Independent,11,
2,S5KAP11,5,Kapilvastu,1,A,Parvati Panthi,Female,Independent,23,
2,S5KAP11,5,Kapilvastu,1,A,Puran Prasad Chaudary,Male,Nepali Congress,16683,
2,S5KAP11,5,Kapilvastu,1,A,Hariprasad Khanal,Male,Independent,10,
2,S5KAP11,5,Kapilvastu,1,A,Dinesh Prasad Kalwar,Male,Sanghiya Samajwadi Forum,3958,
2,S5KAP11,5,Kapilvastu,1,A,Bishnu Prasad Panthi,Male,CPN-UML,25527,1
2,S5KAP11,5,Kapilvastu,1,A,Amar Bahadur Rana Magar,Male,Rastriya janamukti party,681,
2,S5KAP11,5,Kapilvastu,1,A,Amrita Chamain,Female,Independent,8,
2,S5KAP11,5,Kapilvastu,1,A,Tulsi Ram Chaudhary,Male,Nepal Loktantrik Janata Congress,305,
2,S5KAP12,5,Kapilvastu,1,B,Kusma Chamar,Female,Independent,9,
2,S5KAP12,5,Kapilvastu,1,B,Ramnaresh Kurmi,Male,Nepal Loktantrik Janata Congress,184,
2,S5KAP12,5,Kapilvastu,1,B,Wakil Musalman,Male,Independent,30,
2,S5KAP12,5,Kapilvastu,1,B,Narendra Prasad Tiwari,Male,Jana Samajwadi Party,312,
2,S5KAP12,5,Kapilvastu,1,B,Ram Newas Harijan,Male,Bahujan Shakti Party,1894,
2,S5KAP12,5,Kapilvastu,1,B,Ramni Sijapati Magar,Female,Rastriya Janamorcha,46,
2,S5KAP12,5,Kapilvastu,1,B,Yagyaram Yadav,Male,Independent,49,
2,S5KAP12,5,Kapilvastu,1,B,Mayaram Yadav Ahir,Male,Independent,25,
2,S5KAP12,5,Kapilvastu,1,B,Majibur Rahman Musalman,Male,Independent,8,
2,S5KAP12,5,Kapilvastu,1,B,Kunj Bihari Upadhya,Male,RPP,93,
2,S5KAP12,5,Kapilvastu,1,B,Asraruddin Musalman,Male,Independent,3643,
2,S5KAP12,5,Kapilvastu,1,B,Bijaynath Kurmi,Male,Independent,15,
2,S5KAP12,5,Kapilvastu,1,B,Kalimullah Musalman,Male,Independent,7,
2,S5KAP12,5,Kapilvastu,1,B,Sahas Ram Yadav,Male,Sanghiya Samajwadi Forum,7398,1
2,S5KAP12,5,Kapilvastu,1,B,Sahabuddin Musalman,Male,Independent,29,
2,S5KAP12,5,Kapilvastu,1,B,Fajlur Rahman,Male,CPN-UML,4872,
2,S5KAP12,5,Kapilvastu,1,B,Rajesh Acharya,Male,Nepali Congress,2955,
2,S5KAP12,5,Kapilvastu,1,B,Umesh Prakash Yadav,Male,Independent,10,
2,S5KAP12,5,Kapilvastu,1,B,Rajesh Singh,Male,RPP (Democratic),1741,
2,S5KAP12,5,Kapilvastu,1,B,Fajalurehman Musalman,Male,Independent,4,
2,S5KAP12,5,Kapilvastu,1,B,Kalamuddin Dhuniya,Male,Independent,11,
2,S5KAP12,5,Kapilvastu,1,B,Dipendra Kumar Chaudhary,Male,Independent,1368,
2,S5KAP12,5,Kapilvastu,1,B,Hari Prakash Pandey,Male,Unified RPP (Nationalist),431,
2,S5KAP12,5,Kapilvastu,1,B,Bishram Sagar Yadav,Male,Independent,7,
2,S5KAP12,5,Kapilvastu,1,B,Madusudan Saran Chaudhary Kurmi,Male,RJP-N,6064,
2,S5KAP12,5,Kapilvastu,1,B,Nirmala Kahar,Female,Independent,14,
2,S5KAP12,5,Kapilvastu,1,B,Mahendra Saran Singh,Male,Independent,41,
2,S5KAP12,5,Kapilvastu,1,B,Dinesh Mani Tripathi,Male,Rastriya Janamukti party,62,
2,S5KAP21,5,Kapilvastu,2,A,Ram Prakash Kalwar,Male,Nepal Yuwa Kishan party,18,
2,S5KAP21,5,Kapilvastu,2,A,Drig Narayan Pandeya,Male,CPN-UML,19244,1
2,S5KAP21,5,Kapilvastu,2,A,Jawahar Lal Chaudhary,Male,Nepali Congress,17066,
2,S5KAP21,5,Kapilvastu,2,A,Karim Dhobi,Male,Jana Samajwadi Party,153,
2,S5KAP21,5,Kapilvastu,2,A,Chhabi Lal Bhusal,Male,Independent,3,
2,S5KAP21,5,Kapilvastu,2,A,Ananta Kumar Chaudhary,Male,RPP,442,
2,S5KAP21,5,Kapilvastu,2,A,Ram Subhak Murau,Male,Independent,7,
2,S5KAP21,5,Kapilvastu,2,A,Mohammad Safiq Dhuniya,Male,Sanghiya Samajwadi Forum,1529,
2,S5KAP21,5,Kapilvastu,2,A,Dil Bahadur Chudara,Male,Deshbhakta Janaganatantrik Morcha,32,
2,S5KAP21,5,Kapilvastu,2,A,Reshmiraj Adhikari,Male,Independent,17,
2,S5KAP21,5,Kapilvastu,2,A,Amar Kumar Tharu,Male,Independent,6,
2,S5KAP21,5,Kapilvastu,2,A,Chandraman Tharu,Male,Independent,3,
2,S5KAP21,5,Kapilvastu,2,A,Juddha Bahadur Kabdar,Male,Mongol National Organization,72,
2,S5KAP21,5,Kapilvastu,2,A,Netra Prasad Gaire,Male,Rastriya Janamorcha,187,
2,S5KAP21,5,Kapilvastu,2,A,Omkarnath Sukla,Male,RJP-N,1206,
2,S5KAP21,5,Kapilvastu,2,A,Rahat Hussain Musalman,Male,Independent,7,
2,S5KAP21,5,Kapilvastu,2,A,Bal Mukta Ahir,Male,Independent,5,
2,S5KAP21,5,Kapilvastu,2,A,Nijamuddin Khan Dafali,Male,Independent,10,
2,S5KAP21,5,Kapilvastu,2,A,Mithlesh Kumar Chaudhary,Male,Rastriya Shivasena Party,7,
2,S5KAP22,5,Kapilvastu,2,B,Sriprakash Pandeya,Male,Independent,3,
2,S5KAP22,5,Kapilvastu,2,B,Idris Mohammad Musalman,Male,Unified RPP (Nationalist),273,
2,S5KAP22,5,Kapilvastu,2,B,Triyugi Narayan Jaiswal,Male,Bahujan Shakti Party,983,
2,S5KAP22,5,Kapilvastu,2,B,Puran Kurmi,Male,Naya Shakti Party,84,
2,S5KAP22,5,Kapilvastu,2,B,Sitaram Yadav,Male,Independent,59,
